question_id,answer_type,question,generated_sql,qwen35_ans,det_ans,v1_1_ans,match_exact,match_close
HV-IC-0424,money,I’m just pulling up the Tamil Nadu Municipal Corporation file for the first time—how do I figure out the total value difference between their expressways and water treatment scopes?,,,1196800000.0,1196800000.0,True,True
HV-IC-0425,money,"National Expressway Development Authority is the file I just pulled, and since I’m still finding my footing on the bid desk, how do I calculate the total value difference between the roads highways work and the tunnels work?",,,188500000.0,188500000.0,True,True
HV-IC-0426,money,"Subarnarekha Valley Corporation is the account in question, and could you please confirm the total value difference between the bridges and flyovers work and the roads maintenance work we have delivered?",,,77600000.0,77600000.0,True,True
HV-IC-0427,money,National Expressway Development Authority submission is due in twenty minutes—what’s the total value delta between our industrial epc and roads highways scopes?,,,468200000.0,468200000.0,True,True
HV-IC-0428,money,"Regarding the Mahanadi Steel Corporation portfolio, could you please confirm the net value variance between our roads maintenance and water supply works?",,,8500000.0,8500000.0,True,True
HV-IC-0429,money,That quick tally for the National Special Projects Office feels off—could you work out the actual difference between our expressways and irrigation commitments for them?,,,1586500000.0,1586500000.0,True,True
HV-IC-0430,money,Trishakti Power Generation Corporation irrigation and water supply totals don't match what you flagged earlier—can you actually pull the separate project values and tell me the real difference in total value?,,,102100000.0,102100000.0,True,True
HV-IC-0431,money,"Arunodaya Infrastructure bridges flyovers and tunnels are currently lumped into one headline number, but that’s obviously masking the real split—can you actually drill down to the individual contract values and give me the true net variance between them?",,,410300000.0,410300000.0,True,True
HV-IC-0432,money,"Mahanadi Steel Corporation industrial epc and water treatment work are currently merged in the draft, but I know we priced them separately—can you actually pull the individual contract values and tell me the actual difference in total value?",,,38000000.0,38000000.0,True,True
HV-IC-0434,money,Could you confirm the audited spread between the roads maintenance and water treatment scopes we’ve delivered for Mahanadi Steel Corporation?,,,422500000.0,422500000.0,True,True
HV-IC-0435,money,"I’m half-remembering the Trishakti Power Generation Corporation account—could you just confirm whether the industrial EPC portion was larger than the water treatment work, and by what total value?",,,514500000.0,514500000.0,True,True
HV-IC-0436,money,"I keep seeing the headline totals for the Arunodaya Infrastructure roads highways and maintenance work, but that’s clearly not the final picture—what’s the actual value difference across both scopes once everything’s properly reconciled?",,,369100000.0,369100000.0,True,True
HV-IC-0437,money,What is the exact value difference between the total contract value for the Subarnarekha Valley Corporation industrial EPC scope and the corresponding roads maintenance contract?,,,393800000.0,393800000.0,True,True
HV-IC-0438,money,mah pwd: what’s the total value difference between the large bridges and water treatment scopes?,,,372700000.0,372700000.0,True,True
HV-IC-0439,money,"I'm still getting my head around how we track project values, so while I'm going through this National Expressway Development Authority file, how do I find the difference in total value between the irrigation and tunnels work we've handled?",,,160800000.0,160800000.0,True,True
HV-IC-0440,money,"subarnarekha valley corp account, what’s the value difference between our industrial epc and irrigation work?",,,278600000.0,278600000.0,True,True
HV-IC-0441,money,Quick question while I'm going through the Maharashtra Municipal Corporation file — how do I normally calculate the total value difference between our bridges and flyovers work and the roads maintenance projects for them?,,,554700000.0,554700000.0,True,True
HV-IC-0442,money,"I’m still getting my bearings here—when I’m reviewing the Mahanadi Steel account, how do we normally calculate the total value difference between the bridges and flyovers work and the industrial epc projects?",,,256500000.0,256500000.0,True,True
HV-IC-0443,money,"Suvarna Projects Limited irrigation and roads highways figures, cross-checking against the ledger, what is the difference between the categories?",,,472200000.0,472200000.0,True,True
HV-IC-0444,money,"Jharkhand Municipal Corporation bridges flyovers versus roads maintenance, I keep seeing a flat rate quoted but that can’t be right—what’s the actual spread across both scopes?",,,17900000.0,17900000.0,True,True
HV-IC-0445,money,"When we lock in the auditable totals for the National Expressway Development Authority, what is the verified net variance between our industrial EPC work and the tunnels work?",,,279700000.0,279700000.0,True,True
HV-IC-0447,money,"When the Public Health Engineering Dept, Odisha team requests our irrigation versus sewerage drainage portfolio totals, what precise variance should I quote to keep the audit trail clean?",,,550900000.0,550900000.0,True,True
HV-IC-0448,money,"When the Public Works Department, Govt of Maharashtra auditors ask for the defensible figure showing the net difference between our sewerage drainage and water treatment work, what exact value should I provide?",,,37600000.0,37600000.0,True,True
HV-IC-0449,money,"Cross-checking the Public Health Engineering Dept, Odisha account, what is the difference between the expressways value and the roads highways value?",,,187900000.0,187900000.0,True,True
HV-IC-0450,money,That Trishakti Power Generation Corporation figure feels off—can you actually pull the expressways and irrigation totals separately so I can work out the real difference myself?,,,3878700000.0,3878700000.0,True,True
HV-IC-0451,money,I’m going through the Subarnarekha Valley Corporation file and trying to get my bearings on our roads maintenance versus tunnels spend—could you point me to where the totals for each are so I can work out the difference?,,,1701800000.0,1701800000.0,True,True
HV-IC-0452,money,Could you please provide the difference in total value between our large bridges engagements and our roads highways engagements for Meridian Constructors & Co.?,"SELECT ABS(SUM(CASE WHEN LOWER(category) LIKE '%bridges%' THEN value_inr ELSE 0 END)) AS bridges_value, 
       SUM(CASE WHEN LOWER(category) LIKE '%roads%' OR LOWER(category) LIKE '%highways%' THEN value_inr ELSE 0 END) AS roads_highways_value
FROM projects
WHERE client_name = 'Meridian Constructors & Co.';",1774100000.0,1116200000.0,1116200000.0,True,True
HV-IC-0453,money,"Just trying to confirm my memory on the Jal Nigam account in Gujarat—am I right that the total value for our bridges and flyovers work sits ahead of the tunnels work, and could you remind me what the difference is?",,,889700000.0,889700000.0,True,True
HV-IC-0454,money,"Sorry to interrupt while I’m picking up this client file, but could you walk me through how to pull the total contract values for the Subarnarekha Valley Corporation industrial epc and sewerage drainage projects so I can figure out the difference myself?",,,194900000.0,194900000.0,True,True
HV-IC-0455,money,"I’m still learning the ropes while sorting through this Suvarna Projects Limited file, so could you tell me the total value difference between their bridges and flyovers versus the tunnels?",,,924900000.0,924900000.0,True,True
HV-IC-0456,money,"I’m fairly certain the Suvarna Projects Limited bid has us ahead on the roads and highways side compared to the tunnels, but could you just check if my recollection is right about the exact total value difference between those two workstreams?",,,885500000.0,885500000.0,True,True
HV-IC-0457,money,"Can you calculate the total value difference between the National Special Projects Office bridges and flyovers work and the expressways projects we’ve delivered for that account, and send it over immediately since we’re finalizing the bid submission?",,,1666200000.0,1666200000.0,True,True
HV-IC-0459,money,"The Mahanadi Steel Corporation account shows a quick tally for our industrial epc and roads highways scopes, but that number feels off—can you pull the separate contract values for each and send me the real spread?",,,931900000.0,931900000.0,True,True
HV-IC-0460,money,"Trishakti Power Generation Corporation files are still a bit new to me, and I'm trying to figure out how to pull the total value for the industrial epc work and the roads highways work, so could you point me to where those numbers are kept?",,,659200000.0,659200000.0,True,True
HV-IC-0461,money,"mahanadi steel corp roads highways vs water supply, what’s the value difference between those two?",,,1324900000.0,1324900000.0,True,True
HV-IC-0462,money,"National Special Projects Office irrigation and large bridges scopes, what’s the verified net value between those two portfolios?",,,1122500000.0,1122500000.0,True,True
HV-IC-0463,money,"Hey, on the NEDA file, once I’ve tallied the industrial epc and irrigation totals, is the standard way to get the final spread just to subtract the irrigation figure from the epc one?",,,440500000.0,440500000.0,True,True
HV-IC-0464,money,"That quick tally for the Public Works Department account feels off, so once you’ve actually run the irrigation totals against the roads and highways spend, what’s the real difference between them?",,,114000001.0,467300000.0,False,False
HV-IC-0465,money,"I’m still finding my way around the desk, so could you show me how to get the total value difference between the National Special Projects Office expressways and large bridges work?",,,464000000.0,464000000.0,True,True
HV-IC-0466,money,"peninsular petroleum irrigation and water supply, what’s the total value difference?",,,462900000.0,462900000.0,True,True
HV-IC-0467,money,"I’m still getting my bearings with the Maharashtra PWD account, but how do I pull the total value difference between their large bridges and sewerage drainage work?",,,410300000.0,410300000.0,True,True
HV-IC-0468,money,Could you send over the total contract values for Trishakti’s large bridges and water supply projects so I can see how they compare?,,,1042700000.0,1081100000.0,False,False
HV-IC-0469,money,"Could you provide the verified contract totals for the Jharkhand Municipal Corporation account, broken out by roads maintenance and water treatment, so I can confirm the exact variance?",,,245100000.0,245100000.0,True,True
HV-IC-0470,money,"Could you please confirm the total value difference between the roads maintenance and sewerage drainage works delivered to the Public Works Department, Govt of Gujarat?",,,197200000.0,197200000.0,True,True
HV-IC-0471,money,"Cross-checking the Mahanadi Steel Corporation account, what is the value difference between the bridges flyovers and water treatment work?",,,218500000.0,218500000.0,True,True
HV-IC-0472,money,"I’m pretty sure the bridges and flyovers work for Suvarna Projects outweighed the industrial epc contracts, but I can’t quite pin down the numbers—could you confirm whether that’s right and what the actual difference in total value is?",,,153300000.0,153300000.0,True,True
HV-IC-0473,money,"Mahanadi Steel Corporation, I’m trying to get the bridges flyovers and sewerage drainage totals lined up—could you walk me through how you usually extract those two figures so I can run the math myself?",,,525700000.0,836100000.0,False,False
HV-IC-0474,money,Subarnarekha Valley Corporation expressways versus tunnels totals—what’s the net difference in total value right now so I can lock the bid pack?,,,861300000.0,861300000.0,True,True
HV-IC-0475,money,"That first pass on the Subarnarekha Valley Corporation irrigation and sewerage drainage totals looks suspicious, so what’s the real difference between those two scopes once we’ve properly consolidated the figures?",,,83700000.0,83700000.0,True,True
HV-IC-0476,money,"I’m still getting my bearings on the Public Works Department, Govt of Maharashtra file, so once I sum the roads and highways and sewerage drainage scopes, what’s the final spread between them?",,,16699999.0,16699999.0,True,True
HV-IC-0477,money,I'm still getting my bearings with the Suvarna Projects account—could you walk me through how to find the total value difference between our sewerage drainage work and the water supply projects for them?,,,181300000.0,181300000.0,True,True
